terminal_voltage,terminal_current,temp,charge_current,charge_voltage,time,capacity,cycle,SoH
4.0147,-1.998,28.8,1.998,-0.0023,00:00:00,0.0,1,0.76885
4.006,-1.9989,28.8,1.9989,-0.0216,00:00:00,0.0003,1,0.76885
3.9992,-1.9992,28.8,1.9992,0.0288,00:00:01,0.0006,1,0.76885
3.9945,-1.9993,28.8,1.9993,0.0349,00:00:01,0.0008,1,0.76885
3.9909,-1.9994,28.8,1.9994,0.0166,00:00:02,0.0011,1,0.76885
3.9877,-1.9994,28.8,1.9994,0.0289,00:00:02,0.0014,1,0.76885
3.9848,-1.9994,28.8,1.9994,0.0011,00:00:03,0.0017,1,0.76885
3.9822,-1.9995,28.8,1.9995,0.0073,00:00:03,0.0019,1,0.76885
3.9799,-1.9995,28.8,1.9995,-0.0049,00:00:04,0.0022,1,0.76885
3.9776,-1.9995,28.8,1.9995,-0.0138,00:00:04,0.0025,1,0.76885
3.9755,-1.9996,28.8,1.9996,0.0213,00:00:05,0.0028,1,0.76885
3.9735,-1.9996,28.8,1.9996,0.0097,00:00:05,0.0031,1,0.76885
3.9716,-1.9996,28.8,1.9996,-0.0371,00:00:06,0.0033,1,0.76885
3.9698,-1.9997,28.8,1.9997,0.0083,00:00:06,0.0036,1,0.76885
3.968,-1.9997,28.8,1.9997,-0.0296,00:00:07,0.0039,1,0.76885
3.9663,-1.9997,28.8,1.9997,0.0292,00:00:07,0.0042,1,0.76885
3.9647,-1.9997,28.8,1.9997,0.0237,00:00:08,0.0044,1,0.76885
3.9631,-1.9997,28.8,1.9997,-0.0266,00:00:08,0.0047,1,0.76885
3.9615,-1.9997,28.8,1.9997,-0.0144,00:00:09,0.005,1,0.76885
3.96,-1.9997,28.8,1.9997,-0.0054,00:00:09,0.0053,1,0.76885
3.9586,-1.9997,28.8,1.9997,0.0002,00:00:10,0.0056,1,0.76885
3.9572,-1.9996,28.8,1.9996,0.0165,00:00:10,0.0058,1,0.76885
3.9558,-1.9996,28.8,1.9996,-0.0263,00:00:11,0.0061,1,0.76885
3.9544,-1.9996,28.8,1.9996,-0.0082,00:00:11,0.0064,1,0.76885
3.953,-1.9996,28.8,1.9996,-0.0005,00:00:12,0.0067,1,0.76885
3.9517,-1.9996,28.8,1.9996,-0.0108,00:00:12,0.0069,1,0.76885
3.9505,-1.9995,28.8,1.9995,0.0157,00:00:13,0.0072,1,0.76885
3.9492,-1.9995,28.8,1.9995,-0.0169,00:00:13,0.0075,1,0.76885
3.948,-1.9995,28.8,1.9995,0.037,00:00:14,0.0078,1,0.76885
3.9467,-1.9995,28.8,1.9995,0.0132,00:00:14,0.0081,1,0.76885
3.9455,-1.9995,28.8,1.9995,-0.0132,00:00:15,0.0083,1,0.76885
3.9443,-1.9995,28.8,1.9995,0.0275,00:00:15,0.0086,1,0.76885
3.9432,-1.9995,28.8,1.9995,0.0207,00:00:16,0.0089,1,0.76885
3.942,-1.9995,28.8,1.9995,0.0233,00:00:16,0.0092,1,0.76885
3.9408,-1.9995,28.8,1.9995,-0.0128,00:00:17,0.0094,1,0.76885
3.9397,-1.9995,28.8,1.9995,-0.0059,00:00:17,0.0097,1,0.76885
3.9386,-1.9995,28.8,1.9995,-0.0026,00:00:18,0.01,1,0.76885
3.9374,-1.9996,28.8,1.9996,-0.0092,00:00:18,0.0103,1,0.76885
3.9364,-1.9996,28.8,1.9996,-0.0019,00:00:19,0.0106,1,0.76885
3.9353,-1.9996,28.8,1.9996,-0.0363,00:00:19,0.0108,1,0.76885
3.9342,-1.9996,28.8,1.9996,-0.0225,00:00:20,0.0111,1,0.76885
3.9331,-1.9997,28.8,1.9997,0.0087,00:00:20,0.0114,1,0.76885
3.9321,-1.9997,28.8,1.9997,-0.011,00:00:21,0.0117,1,0.76885
3.9311,-1.9997,28.8,1.9997,0.0081,00:00:21,0.0119,1,0.76885
3.9301,-1.9997,28.8,1.9997,0.0026,00:00:22,0.0122,1,0.76885
3.9291,-1.9997,28.8,1.9997,-0.0332,00:00:22,0.0125,1,0.76885
3.9281,-1.9997,28.8,1.9997,-0.0044,00:00:23,0.0128,1,0.76885
3.9272,-1.9997,28.8,1.9997,-0.0164,00:00:23,0.0131,1,0.76885
3.9262,-1.9997,28.8,1.9997,-0.0115,00:00:24,0.0133,1,0.76885
3.9253,-1.9997,28.8,1.9997,0.0162,00:00:24,0.0136,1,0.76885
3.9243,-1.9997,28.8,1.9997,-0.0328,00:00:25,0.0139,1,0.76885
3.9234,-1.9997,28.8,1.9997,-0.0176,00:00:25,0.0142,1,0.76885
3.9225,-1.9996,28.8,1.9996,-0.0156,00:00:26,0.0144,1,0.76885
3.9215,-1.9996,28.8,1.9996,-0.0061,00:00:26,0.0147,1,0.76885
3.9206,-1.9996,28.8,1.9996,0.0153,00:00:27,0.015,1,0.76885
3.9196,-1.9996,28.8,1.9996,-0.0001,00:00:27,0.0153,1,0.76885
3.9188,-1.9995,28.8,1.9995,-0.0362,00:00:28,0.0156,1,0.76885
3.9179,-1.9995,28.8,1.9995,-0.0002,00:00:28,0.0158,1,0.76885
3.917,-1.9995,28.8,1.9995,0.0043,00:00:29,0.0161,1,0.76885
3.9162,-1.9995,28.9,1.9995,0.019,00:00:29,0.0164,1,0.76885
3.9153,-1.9995,28.9,1.9995,0.0153,00:00:30,0.0167,1,0.76885
3.9144,-1.9995,28.8,1.9995,0.0393,00:00:30,0.0169,1,0.76885
3.9135,-1.9995,28.8,1.9995,-0.0019,00:00:31,0.0172,1,0.76885
3.9127,-1.9995,28.8,1.9995,-0.0061,00:00:31,0.0175,1,0.76885
3.9119,-1.9995,28.8,1.9995,0.0343,00:00:32,0.0178,1,0.76885
3.911,-1.9995,28.9,1.9995,-0.0048,00:00:32,0.0181,1,0.76885
3.9102,-1.9995,28.9,1.9995,0.0179,00:00:33,0.0183,1,0.76885
3.9093,-1.9995,28.9,1.9995,-0.0149,00:00:33,0.0186,1,0.76885
3.9084,-1.9995,28.8,1.9995,-0.0293,00:00:34,0.0189,1,0.76885
3.9076,-1.9996,28.8,1.9996,0.016,00:00:34,0.0192,1,0.76885
3.9068,-1.9996,28.8,1.9996,-0.0011,00:00:35,0.0194,1,0.76885
3.906,-1.9996,28.8,1.9996,-0.0012,00:00:35,0.0197,1,0.76885
3.9052,-1.9996,28.9,1.9996,0.0151,00:00:36,0.02,1,0.76885
3.9044,-1.9996,28.8,1.9996,-0.0284,00:00:36,0.0203,1,0.76885
3.9036,-1.9997,28.8,1.9997,0.0197,00:00:37,0.0206,1,0.76885
3.9028,-1.9997,28.8,1.9997,0.0361,00:00:37,0.0208,1,0.76885
3.9021,-1.9997,28.8,1.9997,-0.03,00:00:38,0.0211,1,0.76885
3.9013,-1.9997,28.8,1.9997,0.0006,00:00:38,0.0214,1,0.76885
3.9006,-1.9997,28.9,1.9997,-0.031,00:00:39,0.0217,1,0.76885
3.8997,-1.9997,28.9,1.9997,-0.0222,00:00:39,0.0219,1,0.76885
3.899,-1.9997,28.8,1.9997,-0.0102,00:00:40,0.0222,1,0.76885
3.8982,-1.9997,28.8,1.9997,-0.028,00:00:40,0.0225,1,0.76885
3.8975,-1.9997,28.9,1.9997,-0.0028,00:00:41,0.0228,1,0.76885
3.8968,-1.9997,28.9,1.9997,-0.019,00:00:41,0.0231,1,0.76885
3.8961,-1.9996,28.9,1.9996,-0.0087,00:00:42,0.0233,1,0.76885
3.8954,-1.9996,28.9,1.9996,0.0026,00:00:42,0.0236,1,0.76885
3.8946,-1.9996,28.9,1.9996,0.0101,00:00:43,0.0239,1,0.76885
3.8939,-1.9996,28.9,1.9996,0.0032,00:00:43,0.0242,1,0.76885
3.8932,-1.9995,28.9,1.9995,-0.0061,00:00:44,0.0244,1,0.76885
3.8925,-1.9995,28.9,1.9995,0.016,00:00:44,0.0247,1,0.76885
3.8917,-1.9995,28.9,1.9995,0.002,00:00:45,0.025,1,0.76885
3.891,-1.9995,28.9,1.9995,0.0135,00:00:45,0.0253,1,0.76885
3.8904,-1.9995,28.9,1.9995,0.0142,00:00:46,0.0255,1,0.76885
3.8896,-1.9995,28.9,1.9995,-0.0248,00:00:46,0.0258,1,0.76885
3.8889,-1.9995,28.9,1.9995,0.0055,00:00:47,0.0261,1,0.76885
3.8882,-1.9995,28.9,1.9995,0.0275,00:00:47,0.0264,1,0.76885
3.8876,-1.9995,28.9,1.9995,-0.0137,00:00:48,0.0267,1,0.76885
3.8869,-1.9995,28.9,1.9995,0.0267,00:00:48,0.0269,1,0.76885
3.8862,-1.9995,28.9,1.9995,-0.0087,00:00:49,0.0272,1,0.76885
3.8854,-1.9995,28.9,1.9995,-0.003,00:00:49,0.0275,1,0.76885
3.8847,-1.9995,28.9,1.9995,0.006,00:00:50,0.0278,1,0.76885
3.884,-1.9996,28.9,1.9996,0.0111,00:00:50,0.028,1,0.76885
3.8833,-1.9996,28.9,1.9996,0.003,00:00:51,0.0283,1,0.76885
3.8827,-1.9996,28.9,1.9996,0.0192,00:00:51,0.0286,1,0.76885
3.8821,-1.9996,28.9,1.9996,-0.0328,00:00:52,0.0289,1,0.76885
3.8814,-1.9996,28.9,1.9996,-0.0265,00:00:52,0.0292,1,0.76885
3.8806,-1.9997,28.9,1.9997,-0.0025,00:00:53,0.0294,1,0.76885
3.88,-1.9997,28.9,1.9997,-0.0385,00:00:53,0.0297,1,0.76885
3.8794,-1.9997,28.9,1.9997,-0.0216,00:00:54,0.03,1,0.76885
3.8787,-1.9997,28.9,1.9997,-0.037,00:00:54,0.0303,1,0.76885
3.8781,-1.9997,28.9,1.9997,-0.0067,00:00:55,0.0305,1,0.76885
3.8774,-1.9997,28.9,1.9997,-0.0134,00:00:55,0.0308,1,0.76885
3.8768,-1.9997,28.9,1.9997,0.0091,00:00:56,0.0311,1,0.76885
3.8762,-1.9997,28.9,1.9997,-0.011,00:00:56,0.0314,1,0.76885
3.8756,-1.9997,28.9,1.9997,-0.0141,00:00:57,0.0317,1,0.76885
3.875,-1.9996,28.9,1.9996,-0.0023,00:00:57,0.0319,1,0.76885
3.8743,-1.9996,28.9,1.9996,0.0146,00:00:58,0.0322,1,0.76885
3.8737,-1.9996,28.9,1.9996,0.0267,00:00:58,0.0325,1,0.76885
3.873,-1.9996,28.9,1.9996,0.0138,00:00:59,0.0328,1,0.76885
3.8724,-1.9996,28.9,1.9996,-0.0044,00:00:59,0.033,1,0.76885
3.8718,-1.9995,28.9,1.9995,-0.0125,00:01:00,0.0333,1,0.76885
3.8712,-1.9995,28.9,1.9995,0.0351,00:01:00,0.0336,1,0.76885
3.8706,-1.9995,28.9,1.9995,-0.0026,00:01:01,0.0339,1,0.76885
3.87,-1.9995,28.9,1.9995,0.0118,00:01:01,0.0342,1,0.76885
3.8694,-1.9995,29.1,1.9995,0.0098,00:01:02,0.0344,1,0.76885
3.8688,-1.9995,29.1,1.9995,-0.0172,00:01:02,0.0347,1,0.76885
3.8682,-1.9995,28.9,1.9995,0.0213,00:01:03,0.035,1,0.76885
3.8676,-1.9995,28.9,1.9995,-0.0035,00:01:03,0.0353,1,0.76885
3.867,-1.9995,28.9,1.9995,0.012,00:01:04,0.0355,1,0.76885
3.8663,-1.9995,28.9,1.9995,0.0309,00:01:04,0.0358,1,0.76885
3.8658,-1.9995,28.9,1.9995,-0.0004,00:01:05,0.0361,1,0.76885
3.8652,-1.9996,28.9,1.9996,0.017,00:01:05,0.0364,1,0.76885
3.8646,-1.9996,28.9,1.9996,0.0108,00:01:06,0.0367,1,0.76885
3.864,-1.9996,28.9,1.9996,0.0044,00:01:06,0.0369,1,0.76885
3.8634,-1.9996,28.9,1.9996,0.0043,00:01:07,0.0372,1,0.76885
3.8628,-1.9997,28.9,1.9997,-0.0279,00:01:07,0.0375,1,0.76885
3.8622,-1.9997,28.9,1.9997,-0.0123,00:01:08,0.0378,1,0.76885
3.8616,-1.9997,28.9,1.9997,-0.0384,00:01:08,0.038,1,0.76885
3.861,-1.9997,28.9,1.9997,-0.0095,00:01:09,0.0383,1,0.76885
3.8605,-1.9997,28.9,1.9997,0.0072,00:01:09,0.0386,1,0.76885
3.8599,-1.9997,28.9,1.9997,-0.019,00:01:10,0.0389,1,0.76885
3.8593,-1.9997,28.9,1.9997,-0.004,00:01:10,0.0392,1,0.76885
3.8588,-1.9997,28.9,1.9997,-0.0343,00:01:11,0.0394,1,0.76885
3.8582,-1.9997,28.9,1.9997,-0.0024,00:01:11,0.0397,1,0.76885
3.8577,-1.9996,28.9,1.9996,-0.0077,00:01:12,0.04,1,0.76885
3.8571,-1.9997,28.9,1.9997,0.0148,00:01:12,0.0403,1,0.76885
3.8566,-1.9997,28.9,1.9997,0.0242,00:01:13,0.0405,1,0.76885
3.856,-1.9997,28.9,1.9997,-0.0179,00:01:13,0.0408,1,0.76885
3.8555,-1.9996,28.9,1.9996,-0.0015,00:01:14,0.0411,1,0.76885
3.8549,-1.9996,28.9,1.9996,0.0136,00:01:14,0.0414,1,0.76885
3.8544,-1.9996,28.9,1.9996,-0.0018,00:01:15,0.0417,1,0.76885
3.8539,-1.9996,28.9,1.9996,0.0165,00:01:15,0.0419,1,0.76885
3.8534,-1.9996,28.9,1.9996,-0.0173,00:01:16,0.0422,1,0.76885
3.8528,-1.9995,29.1,1.9995,-0.0161,00:01:16,0.0425,1,0.76885
3.8522,-1.9995,28.9,1.9995,0.0219,00:01:17,0.0428,1,0.76885
3.8517,-1.9995,28.9,1.9995,-0.0016,00:01:17,0.043,1,0.76885
3.8512,-1.9995,28.9,1.9995,0.034,00:01:18,0.0433,1,0.76885
3.8507,-1.9995,28.9,1.9995,-0.0194,00:01:18,0.0436,1,0.76885
3.8501,-1.9995,28.9,1.9995,-0.0398,00:01:19,0.0439,1,0.76885
3.8496,-1.9995,28.9,1.9995,0.0265,00:01:19,0.0442,1,0.76885
3.8491,-1.9995,28.9,1.9995,-0.001,00:01:20,0.0444,1,0.76885
3.8486,-1.9995,28.9,1.9995,0.0327,00:01:20,0.0447,1,0.76885
3.8481,-1.9995,28.9,1.9995,0.0132,00:01:21,0.045,1,0.76885
3.8475,-1.9995,29.1,1.9995,0.011,00:01:21,0.0453,1,0.76885
3.8469,-1.9995,29.1,1.9995,0.039,00:01:22,0.0455,1,0.76885
3.8465,-1.9995,29.1,1.9995,0.0145,00:01:22,0.0458,1,0.76885
3.8459,-1.9995,29.1,1.9995,0.0379,00:01:23,0.0461,1,0.76885
3.8453,-1.9995,28.9,1.9995,0.0124,00:01:23,0.0464,1,0.76885
3.8448,-1.9996,29.1,1.9996,0.0147,00:01:24,0.0467,1,0.76885
3.8444,-1.9996,29.1,1.9996,0.0283,00:01:24,0.0469,1,0.76885
3.8438,-1.9996,29.1,1.9996,0.0142,00:01:25,0.0472,1,0.76885
3.8433,-1.9996,29.1,1.9996,0.0225,00:01:25,0.0475,1,0.76885
3.8428,-1.9997,29.1,1.9997,0.0004,00:01:26,0.0478,1,0.76885
3.8423,-1.9997,29.1,1.9997,0.0181,00:01:26,0.048,1,0.76885
3.8418,-1.9997,29.1,1.9997,0.0035,00:01:27,0.0483,1,0.76885
3.8413,-1.9997,29.1,1.9997,-0.0174,00:01:27,0.0486,1,0.76885
3.8408,-1.9997,29.1,1.9997,0.0063,00:01:28,0.0489,1,0.76885
3.8403,-1.9997,29.1,1.9997,-0.0027,00:01:28,0.0492,1,0.76885
3.8398,-1.9997,29.1,1.9997,0.009,00:01:29,0.0494,1,0.76885
3.8393,-1.9997,28.9,1.9997,0.0063,00:01:29,0.0497,1,0.76885
3.8388,-1.9997,28.9,1.9997,-0.003,00:01:30,0.05,1,0.76885
3.8383,-1.9997,28.9,1.9997,-0.015,00:01:30,0.0503,1,0.76885
3.8378,-1.9997,29.1,1.9997,-0.0116,00:01:31,0.0505,1,0.76885
3.8374,-1.9997,29.1,1.9997,0.0,00:01:31,0.0508,1,0.76885
3.8369,-1.9997,29.1,1.9997,-0.0022,00:01:32,0.0511,1,0.76885
3.8365,-1.9996,29.1,1.9996,0.0076,00:01:32,0.0514,1,0.76885
3.836,-1.9996,29.1,1.9996,-0.0004,00:01:33,0.0517,1,0.76885
3.8355,-1.9996,29.1,1.9996,-0.0069,00:01:33,0.0519,1,0.76885
3.835,-1.9996,29.1,1.9996,-0.0108,00:01:34,0.0522,1,0.76885
3.8345,-1.9995,29.1,1.9995,-0.0093,00:01:34,0.0525,1,0.76885
3.8341,-1.9995,29.1,1.9995,0.0036,00:01:35,0.0528,1,0.76885
3.8336,-1.9995,29.1,1.9995,0.0009,00:01:35,0.053,1,0.76885
3.8331,-1.9995,29.1,1.9995,0.0039,00:01:36,0.0533,1,0.76885
3.8327,-1.9995,29.1,1.9995,-0.0027,00:01:36,0.0536,1,0.76885
3.8322,-1.9995,29.1,1.9995,-0.0054,00:01:37,0.0539,1,0.76885
3.8317,-1.9995,29.1,1.9995,-0.0062,00:01:37,0.0542,1,0.76885
3.8313,-1.9995,29.1,1.9995,0.0091,00:01:38,0.0544,1,0.76885
3.8308,-1.9995,29.1,1.9995,0.0073,00:01:38,0.0547,1,0.76885
3.8304,-1.9995,29.1,1.9995,0.0127,00:01:39,0.055,1,0.76885
3.8299,-1.9995,29.1,1.9995,-0.0087,00:01:39,0.0553,1,0.76885
3.8295,-1.9995,29.1,1.9995,0.0139,00:01:40,0.0555,1,0.76885
3.829,-1.9995,29.1,1.9995,0.0096,00:01:40,0.0558,1,0.76885
3.8285,-1.9995,29.1,1.9995,0.0162,00:01:41,0.0561,1,0.76885
3.828,-1.9995,29.1,1.9995,-0.0119,00:01:41,0.0564,1,0.76885
3.8276,-1.9996,29.1,1.9996,-0.03,00:01:42,0.0567,1,0.76885
3.8271,-1.9996,29.1,1.9996,0.0013,00:01:42,0.0569,1,0.76885
3.8267,-1.9996,29.1,1.9996,-0.037,00:01:43,0.0572,1,0.76885
3.8262,-1.9996,29.1,1.9996,-0.0079,00:01:43,0.0575,1,0.76885
3.8258,-1.9996,29.3,1.9996,0.0059,00:01:44,0.0578,1,0.76885
3.8253,-1.9997,29.1,1.9997,-0.033,00:01:44,0.058,1,0.76885
3.8249,-1.9997,29.1,1.9997,-0.0146,00:01:45,0.0583,1,0.76885
3.8244,-1.9997,29.1,1.9997,-0.0339,00:01:45,0.0586,1,0.76885
3.824,-1.9997,29.1,1.9997,-0.011,00:01:46,0.0589,1,0.76885
3.8235,-1.9997,29.1,1.9997,-0.0241,00:01:46,0.0592,1,0.76885
3.8231,-1.9997,29.1,1.9997,0.0081,00:01:47,0.0594,1,0.76885
3.8227,-1.9997,29.1,1.9997,-0.0097,00:01:47,0.0597,1,0.76885
3.8222,-1.9997,29.1,1.9997,-0.0314,00:01:48,0.06,1,0.76885
3.8218,-1.9997,29.3,1.9997,-0.0169,00:01:48,0.0603,1,0.76885
3.8214,-1.9997,29.1,1.9997,-0.0146,00:01:49,0.0605,1,0.76885
3.821,-1.9997,29.1,1.9997,0.0149,00:01:49,0.0608,1,0.76885
3.8206,-1.9996,29.3,1.9996,-0.0163,00:01:50,0.0611,1,0.76885
3.8202,-1.9996,29.3,1.9996,0.007,00:01:50,0.0614,1,0.76885
3.8197,-1.9996,29.1,1.9996,-0.0178,00:01:51,0.0617,1,0.76885
3.8193,-1.9996,29.1,1.9996,-0.0326,00:01:51,0.0619,1,0.76885
3.8189,-1.9996,29.1,1.9996,0.0109,00:01:52,0.0622,1,0.76885
3.8184,-1.9996,29.1,1.9996,-0.0159,00:01:52,0.0625,1,0.76885
3.818,-1.9995,29.1,1.9995,0.0068,00:01:53,0.0628,1,0.76885
3.8176,-1.9995,29.1,1.9995,-0.0142,00:01:53,0.063,1,0.76885
3.8172,-1.9995,29.1,1.9995,0.013,00:01:54,0.0633,1,0.76885
3.8168,-1.9995,29.3,1.9995,0.0137,00:01:54,0.0636,1,0.76885
3.8164,-1.9995,29.1,1.9995,-0.0276,00:01:55,0.0639,1,0.76885
3.816,-1.9995,29.1,1.9995,0.0102,00:01:55,0.0642,1,0.76885
3.8155,-1.9995,29.3,1.9995,-0.0067,00:01:56,0.0644,1,0.76885
3.8151,-1.9995,29.3,1.9995,0.0196,00:01:56,0.0647,1,0.76885
3.8148,-1.9995,29.3,1.9995,0.0256,00:01:57,0.065,1,0.76885
3.8144,-1.9995,29.3,1.9995,-0.0275,00:01:57,0.0653,1,0.76885
3.8139,-1.9995,29.3,1.9995,0.0199,00:01:58,0.0655,1,0.76885
3.8135,-1.9995,29.3,1.9995,-0.0201,00:01:58,0.0658,1,0.76885
3.8131,-1.9995,29.3,1.9995,0.0102,00:01:59,0.0661,1,0.76885
3.8127,-1.9995,29.3,1.9995,0.0164,00:01:59,0.0664,1,0.76885
3.8123,-1.9995,29.3,1.9995,0.017,00:02:00,0.0667,1,0.76885
3.8119,-1.9995,29.3,1.9995,0.004,00:02:00,0.0669,1,0.76885
3.8115,-1.9995,29.3,1.9995,-0.0273,00:02:01,0.0672,1,0.76885
3.8111,-1.9995,29.3,1.9995,0.0197,00:02:01,0.0675,1,0.76885
3.8107,-1.9995,29.3,1.9995,-0.0036,00:02:02,0.0678,1,0.76885
3.8103,-1.9995,29.3,1.9995,0.0167,00:02:02,0.068,1,0.76885
3.8099,-1.9995,29.3,1.9995,0.0202,00:02:03,0.0683,1,0.76885
3.8095,-1.9995,29.3,1.9995,-0.0223,00:02:03,0.0686,1,0.76885
3.8091,-1.9996,29.3,1.9996,0.0159,00:02:04,0.0689,1,0.76885
3.8086,-1.9996,29.3,1.9996,-0.0355,00:02:04,0.0692,1,0.76885
3.8083,-1.9996,29.3,1.9996,0.0376,00:02:05,0.0694,1,0.76885
3.8079,-1.9996,29.3,1.9996,-0.0233,00:02:05,0.0697,1,0.76885
3.8076,-1.9996,29.3,1.9996,0.0073,00:02:06,0.07,1,0.76885
3.8072,-1.9996,29.3,1.9996,0.0077,00:02:06,0.0703,1,0.76885
3.8068,-1.9997,29.3,1.9997,0.0084,00:02:07,0.0705,1,0.76885
3.8064,-1.9997,29.3,1.9997,0.0214,00:02:07,0.0708,1,0.76885
3.806,-1.9997,29.3,1.9997,-0.023,00:02:08,0.0711,1,0.76885
3.8056,-1.9997,29.3,1.9997,-0.0015,00:02:08,0.0714,1,0.76885
3.8052,-1.9997,29.3,1.9997,-0.0293,00:02:09,0.0717,1,0.76885
3.8049,-1.9997,29.3,1.9997,0.0137,00:02:09,0.0719,1,0.76885
3.8045,-1.9997,29.3,1.9997,0.038,00:02:10,0.0722,1,0.76885
3.8041,-1.9997,29.3,1.9997,-0.0223,00:02:10,0.0725,1,0.76885
3.8037,-1.9997,29.3,1.9997,0.0189,00:02:11,0.0728,1,0.76885
3.8034,-1.9997,29.3,1.9997,-0.0184,00:02:11,0.073,1,0.76885
3.803,-1.9997,29.3,1.9997,0.0176,00:02:12,0.0733,1,0.76885
3.8027,-1.9997,29.3,1.9997,0.0176,00:02:12,0.0736,1,0.76885
3.8023,-1.9997,29.3,1.9997,-0.0118,00:02:13,0.0739,1,0.76885
3.8019,-1.9997,29.3,1.9997,-0.0008,00:02:13,0.0742,1,0.76885
3.8015,-1.9997,29.3,1.9997,-0.0075,00:02:14,0.0744,1,0.76885
3.8012,-1.9997,29.3,1.9997,0.0082,00:02:14,0.0747,1,0.76885
3.8008,-1.9996,29.3,1.9996,-0.0238,00:02:15,0.075,1,0.76885
3.8005,-1.9996,29.3,1.9996,-0.0008,00:02:15,0.0753,1,0.76885
3.8001,-1.9996,29.3,1.9996,0.0017,00:02:16,0.0755,1,0.76885
3.7997,-1.9996,29.3,1.9996,0.0037,00:02:16,0.0758,1,0.76885
3.7994,-1.9996,29.3,1.9996,0.0032,00:02:17,0.0761,1,0.76885
3.799,-1.9996,29.3,1.9996,0.0103,00:02:17,0.0764,1,0.76885
3.7987,-1.9996,29.3,1.9996,0.0303,00:02:18,0.0767,1,0.76885
3.7983,-1.9996,29.3,1.9996,-0.0038,00:02:18,0.0769,1,0.76885
3.798,-1.9996,29.3,1.9996,0.0147,00:02:19,0.0772,1,0.76885
3.7977,-1.9996,29.3,1.9996,-0.0145,00:02:19,0.0775,1,0.76885
3.7973,-1.9996,29.3,1.9996,0.0287,00:02:20,0.0778,1,0.76885
3.797,-1.9996,29.3,1.9996,-0.0042,00:02:20,0.078,1,0.76885
3.7967,-1.9996,29.3,1.9996,0.0292,00:02:21,0.0783,1,0.76885
3.7963,-1.9996,29.5,1.9996,-0.0058,00:02:21,0.0786,1,0.76885
3.7959,-1.9996,29.3,1.9996,-0.0148,00:02:22,0.0789,1,0.76885
3.7956,-1.9996,29.3,1.9996,-0.0426,00:02:22,0.0792,1,0.76885
3.7952,-1.9995,29.3,1.9995,-0.0176,00:02:23,0.0794,1,0.76885
3.7949,-1.9995,29.3,1.9995,-0.0003,00:02:23,0.0797,1,0.76885
3.7945,-1.9995,29.3,1.9995,0.0022,00:02:24,0.08,1,0.76885
3.7942,-1.9995,29.3,1.9995,0.0121,00:02:24,0.0803,1,0.76885
3.7939,-1.9995,29.3,1.9995,-0.0266,00:02:25,0.0805,1,0.76885
3.7936,-1.9995,29.3,1.9995,-0.002,00:02:25,0.0808,1,0.76885
3.7932,-1.9995,29.3,1.9995,-0.0136,00:02:26,0.0811,1,0.76885
3.7929,-1.9995,29.3,1.9995,0.0033,00:02:26,0.0814,1,0.76885
3.7925,-1.9995,29.3,1.9995,-0.0206,00:02:27,0.0816,1,0.76885
3.7922,-1.9995,29.3,1.9995,-0.0245,00:02:27,0.0819,1,0.76885
3.7918,-1.9995,29.5,1.9995,-0.0142,00:02:28,0.0822,1,0.76885
3.7915,-1.9995,29.5,1.9995,0.0109,00:02:28,0.0825,1,0.76885
3.7912,-1.9995,29.5,1.9995,0.0043,00:02:29,0.0828,1,0.76885
3.7909,-1.9995,29.5,1.9995,-0.023,00:02:29,0.083,1,0.76885
3.7905,-1.9995,29.5,1.9995,0.0161,00:02:30,0.0833,1,0.76885
3.7903,-1.9995,29.5,1.9995,-0.0047,00:02:30,0.0836,1,0.76885
3.7899,-1.9995,29.5,1.9995,0.007,00:02:31,0.0839,1,0.76885
3.7896,-1.9995,29.5,1.9995,-0.0033,00:02:31,0.0841,1,0.76885
3.7893,-1.9995,29.5,1.9995,0.0273,00:02:32,0.0844,1,0.76885
3.789,-1.9995,29.5,1.9995,-0.0048,00:02:32,0.0847,1,0.76885
3.7886,-1.9995,29.5,1.9995,0.0288,00:02:33,0.085,1,0.76885
3.7883,-1.9994,29.5,1.9994,-0.0169,00:02:33,0.0853,1,0.76885
3.788,-1.9994,29.5,1.9994,0.0049,00:02:34,0.0855,1,0.76885
3.7876,-1.9994,29.5,1.9994,-0.0092,00:02:34,0.0858,1,0.76885
3.7874,-1.9994,29.5,1.9994,0.0129,00:02:35,0.0861,1,0.76885
3.787,-1.9994,29.5,1.9994,-0.013,00:02:35,0.0864,1,0.76885
3.7867,-1.9994,29.5,1.9994,0.0354,00:02:36,0.0866,1,0.76885
3.7864,-1.9994,29.5,1.9994,-0.0005,00:02:36,0.0869,1,0.76885
3.7861,-1.9994,29.5,1.9994,0.0105,00:02:37,0.0872,1,0.76885
3.7858,-1.9994,29.5,1.9994,-0.0147,00:02:37,0.0875,1,0.76885
3.7854,-1.9994,29.5,1.9994,0.0007,00:02:38,0.0878,1,0.76885
3.7852,-1.9994,29.5,1.9994,0.0023,00:02:38,0.088,1,0.76885
3.7849,-1.9994,29.5,1.9994,-0.0216,00:02:39,0.0883,1,0.76885
3.7845,-1.9995,29.5,1.9995,-0.0178,00:02:39,0.0886,1,0.76885
3.7842,-1.9995,29.5,1.9995,-0.0202,00:02:40,0.0889,1,0.76885
3.7839,-1.9995,29.5,1.9995,-0.012,00:02:40,0.0891,1,0.76885
3.7836,-1.9995,29.5,1.9995,-0.0137,00:02:41,0.0894,1,0.76885
